Frecuencia,Amplitud,Fase,Escala
50058.595988538684,0.0297071,62.538,0.05
50058.88252148997,0.0298921,62.532,0.05
50059.16905444126,0.0300828,62.502,0.05
50059.45558739255,0.0302755,62.484,0.05
50059.74212034384,0.0304719,62.46,0.05
50060.02865329513,0.0306722,62.436,0.05
50060.31518624642,0.0308706,62.424,0.05
50060.60171919771,0.0310804,62.4,0.05
50060.888252148994,0.0312903,62.358,0.05
50061.17478510029,0.0315039,62.352,0.05
50061.46131805157,0.0317118,62.316,0.05
50061.74785100287,0.0319331,62.298,0.05
50062.03438395415,0.0321562,62.268,0.05
50062.320916905446,0.0323794,62.238,0.05
50062.60744985673,0.0326121,62.214,0.05
50062.893982808026,0.0328448,62.184,0.05
50063.18051575931,0.0330889,62.16,0.05
50063.467048710605,0.0333273,62.148,0.05
50063.75358166189,0.0335753,62.112,0.05
50064.04011461318,0.0338213,62.088,0.05
50064.32664756447,0.0340807,62.052,0.05
50064.61318051576,0.0343363,62.016,0.05
50064.89971346705,0.0346014,61.992,0.05
50065.186246418336,0.0348685,61.962,0.05
50065.47277936963,0.035145,61.932,0.05
50065.759312320915,0.0354216,61.896,0.05
50066.04584527221,0.0357077,61.866,0.05
50066.332378223495,0.0359938,61.83,0.05
50066.61891117479,0.0362952,61.8,0.05
50066.905444126074,0.0365889,61.764,0.05
50067.19197707737,0.036896,61.728,0.05
50067.47851002865,0.0372107,61.692,0.05
50067.76504297994,0.0375273,61.65,0.05
50068.05157593123,0.0378535,61.626,0.05
50068.33810888252,0.0381815,61.59,0.05
50068.62464183381,0.0385249,61.548,0.05
50068.9111747851,0.0388682,61.506,0.05
50069.19770773639,0.039223,61.47,0.05
50069.48424068768,0.0395796,61.422,0.05
50069.77077363897,0.0399458,61.386,0.05
50070.05730659026,0.0403197,61.338,0.05
50070.34383954155,0.0407088,61.29,0.05
50070.63037249284,0.0410979,61.242,0.05
50070.91690544412,0.0414946,61.2,0.05
50071.203438395416,0.0419085,61.17,0.05
50071.4899713467,0.0423243,61.122,0.05
50071.776504297995,0.0427516,61.068,0.1
50072.06303724928,0.0431902,61.014,0.1
50072.349570200575,0.0436404,60.966,0.1
50072.63610315186,0.0440981,60.918,0.1
50072.922636103154,0.0445673,60.852,0.1
50073.20916905444,0.045048,60.798,0.1
50073.49570200573,0.0455401,60.744,0.1
50073.78223495702,0.0460474,60.684,0.1
50074.06876790831,0.0465624,60.618,0.1
50074.3553008596,0.0470965,60.57,0.1
50074.641833810885,0.0476382,60.504,0.1
50074.92836676218,0.0481951,60.438,0.1
50075.214899713465,0.048775,60.372,0.1
50075.50143266476,0.0493624,60.3,0.1
50075.787965616044,0.0499728,60.234,0.1
50076.07449856734,0.0505946,60.156,0.1
50076.36103151862,0.0512278,60.078,0.1
50076.64756446992,0.0518878,60.006,0.1
50076.9340974212,0.052563,59.934,0.1
50077.220630372496,0.0532649,59.862,0.1
50077.50716332378,0.0539744,59.772,0.1
50077.79369627507,0.0547144,59.688,0.1
50078.08022922636,0.0554774,59.598,0.1
50078.36676217765,0.0562594,59.508,0.1
50078.65329512894,0.0570643,59.406,0.1
50078.93982808023,0.0579073,59.316,0.1
50079.22636103152,0.0587618,59.22,0.1
50079.51289398281,0.0596545,59.106,0.1
50079.7994269341,0.0605776,59.004,0.1
50080.085959885386,0.0615275,58.914,0.1
50080.37249283668,0.0625043,58.782,0.1
50080.659025787965,0.0635266,58.68,0.1
50080.94555873926,0.0645833,58.548,0.1
50081.232091690545,0.0656743,58.416,0.1
50081.51862464183,0.0668111,58.296,0.1
50081.805157593124,0.0679975,58.14,0.1
50082.09169054441,0.0691991,58.002,0.1
50082.3782234957,0.0704923,57.864,0.1
50082.66475644699,0.0718007,57.696,0.1
50082.95128939828,0.0731626,57.552,0.1
50083.23782234957,0.0746274,57.402,0.1
50083.52435530086,0.0761037,57.198,0.1
50083.81088825215,0.0776372,57.048,0.1
50084.09742120344,0.0793271,56.826,0.1
50084.38395415473,0.080956,56.628,0.1
50084.670487106014,0.0827794,56.454,0.1
50084.95702005731,0.0846448,56.196,0.1
50085.24355300859,0.0865636,55.944,0.2
50085.53008595989,0.0886006,55.764,0.2
50085.81661891117,0.0908055,55.47,0.2
50086.103151862466,0.0930028,55.206,0.2
50086.38968481375,0.0954595,54.96,0.2
50086.676217765045,0.0979543,54.618,0.2
50086.96275071633,0.100571,54.336,0.2
50087.249283667625,0.103447,54.0,0.2
50087.53581661891,0.106369,53.628,0.2
50087.822349570204,0.109559,53.292,0.2
50088.10888252149,0.112923,52.878,0.2
50088.395415472776,0.116486,52.446,0.2
50088.68194842407,0.120308,52.002,0.2
50088.968481375356,0.12439,51.51,0.2
50089.25501432665,0.128724,50.994,0.2
50089.541547277935,0.133462,50.442,0.2
50089.82808022923,0.138467,49.824,0.2
50090.114613180514,0.143907,49.176,0.2
50090.40114613181,0.149789,48.468,0.2
50090.687679083094,0.156137,47.682,0.2
50090.97421203439,0.163064,46.866,0.2
50091.26074498567,0.170594,45.948,0.5
50091.54727793696,0.178803,44.928,0.5
50091.83381088825,0.187837,43.8,0.5
50092.12034383954,0.197785,42.564,0.5
50092.40687679083,0.20865,41.16,0.5
50092.69340974212,0.220918,39.636,0.5
50092.97994269341,0.234315,37.842,0.5
50093.2664756447,0.249238,35.874,0.5
50093.55300859599,0.266085,33.618,0.5
50093.83954154728,0.284487,31.002,0.5
50094.12607449857,0.305269,28.05,0.5
50094.412607449856,0.328157,24.6,0.5
50094.69914040115,0.353029,20.574,0.5
50094.985673352436,0.380098,15.936,0.5
50095.27220630372,0.407961,10.542,0.5
50095.558739255015,0.43561,4.32,1.0
50095.8452722063,0.460878,-2.712,1.0
50096.131805157594,0.480532,-10.518,1.0
50096.41833810888,0.49164,-18.876,1.0
50096.704871060174,0.492434,-27.456,1.0
50096.99140401146,0.482241,-35.886,1.0
50097.27793696275,0.463137,-43.866,1.0
50097.56446991404,0.438051,-51.108,1.0
50097.85100286533,0.409731,-57.564,1.0
50098.13753581662,0.380983,-63.18,1.0
50098.424068767905,0.353151,-68.028,1.0
50098.7106017192,0.327089,-72.216,1.0
50098.997134670484,0.303347,-75.81,1.0
50099.28366762178,0.28174,-78.936,1.0
50099.57020057306,0.262392,-81.654,1.0
50099.85673352436,0.245118,-83.994,0.5
50100.14326647564,0.229493,-86.058,0.5
50100.42979942694,0.215486,-87.906,0.5
50100.71633237822,0.202973,-89.514,0.5
50101.002865329516,0.191529,-90.966,0.5
50101.2893982808,0.181306,-92.268,0.5
50101.575931232095,0.171937,-93.42,0.5
50101.86246418338,0.163423,-94.488,0.5
50102.14899713467,0.155671,-95.442,0.5
50102.43553008596,0.14853,-96.312,0.5
50102.72206303725,0.141938,-97.128,0.5
50103.00859598854,0.135987,-97.854,0.5
50103.295128939826,0.130342,-98.514,0.5
50103.58166189112,0.125184,-99.144,0.5
50103.868194842406,0.1204,-99.732,0.2
50104.1547277937,0.115906,-100.266,0.2
50104.441260744985,0.111718,-100.776,0.2
50104.72779369628,0.10785,-101.232,0.2
50105.014326647564,0.104149,-101.67,0.2
50105.30085959885,0.100739,-102.096,0.2
50105.587392550144,0.0975194,-102.468,0.2
50105.87392550143,0.09446,-102.834,0.2
50106.16045845272,0.0915914,-103.158,0.2
50106.44699140401,0.0888829,-103.482,0.2
50106.7335243553,0.0863194,-103.776,0.2
50107.02005730659,0.0838704,-104.076,0.2
50107.30659025788,0.081574,-104.358,0.2
50107.59312320917,0.0793767,-104.616,0.2
50107.87965616046,0.0773015,-104.85,0.2
50108.16618911175,0.0752416,-105.066,0.2
50108.45272206304,0.0734334,-105.348,0.2
50108.73925501433,0.0716481,-105.504,0.2
50109.02578796561,0.0698171,-105.708,0.2
50109.312320916906,0.0682454,-105.948,0.2
50109.59885386819,0.0666738,-106.08,0.2
50109.885386819486,0.0651021,-106.272,0.2
50110.17191977077,0.0636907,-106.464,0.2
50110.458452722065,0.0622866,-106.602,0.2
50110.74498567335,0.0609286,-106.77,0.2
50111.031518624644,0.0596621,-106.926,0.2
50111.31805157593,0.0584261,-107.058,0.2
50111.604584527224,0.0572131,-107.208,0.2
50111.89111747851,0.0560839,-107.328,0.2
50112.177650429796,0.0549548,-107.466,0.2
50112.46418338109,0.0539019,-107.61,0.2
50112.750716332375,0.0528719,-107.706,0.2
50113.03724928367,0.0518649,-107.826,0.2
50113.323782234955,0.0509112,-107.94,0.2
50113.61031518625,0.049988,-108.042,0.1
50113.896848137534,0.0490839,-108.12,0.1
50114.18338108883,0.048218,-108.24,0.1
50114.46991404011,0.0473788,-108.324,0.1
50114.75644699141,0.0465548,-108.42,0.1
50115.04297994269,0.0457613,-108.522,0.1
50115.329512893986,0.0449946,-108.606,0.1
50115.61604584527,0.0442431,-108.69,0.1
50115.90257879656,0.0435259,-108.786,0.1
50116.18911174785,0.0428164,-108.864,0.1
50116.47564469914,0.0421336,-108.948,0.1
50116.76217765043,0.0414698,-109.002,0.1
50117.04871060172,0.0408251,-109.08,0.1
50117.33524355301,0.0401957,-109.158,0.1
50117.6217765043,0.0395892,-109.23,0.1
50117.90830945559,0.0389903,-109.302,0.1
50118.194842406876,0.0384066,-109.368,0.1
50118.48137535817,0.0378497,-109.434,0.1
50118.767908309455,0.0372889,-109.482,0.1
50119.05444126074,0.0367587,-109.572,0.1
50119.340974212035,0.0362437,-109.626,0.1
50119.62750716332,0.0357249,-109.68,0.1
50119.914040114614,0.035229,-109.728,0.1
50120.2005730659,0.0347483,-109.788,0.1
50120.48710601719,0.0342715,-109.83,0.1
50120.77363896848,0.0338099,-109.902,0.1
50121.06017191977,0.033356,-109.944,0.1
50121.34670487106,0.0329134,-109.998,0.1
50121.63323782235,0.0324824,-110.052,0.1
50121.91977077364,0.0320666,-110.1,0.1
50122.20630372493,0.0316508,-110.142,0.1
50122.49283667622,0.0312502,-110.196,0.1
50122.779369627504,0.0308496,-110.238,0.1
50123.0659025788,0.0304643,-110.268,0.1
50123.35243553008,0.0300866,-110.316,0.1
50123.63896848138,0.0297204,-110.358,0.1
50123.92550143266,0.0293542,-110.4,0.1
50124.212034383956,0.0289994,-110.442,0.1
50124.49856733524,0.0286523,-110.484,0.1
50124.785100286535,0.028309,-110.526,0.1
50125.07163323782,0.0279771,-110.574,0.1
50125.358166189115,0.027649,-110.61,0.1
50125.6446991404,0.0273286,-110.646,0.1
50125.93123209169,0.027012,-110.682,0.1
50126.21776504298,0.026703,-110.682,0.1
50126.50429799427,0.0264055,-110.742,0.1
50126.79083094556,0.0261117,-110.778,0.1
50127.077363896846,0.0258218,-110.796,0.1
50127.36389684814,0.0255319,-110.844,0.1
50127.650429799425,0.0252534,-110.862,0.1
50127.93696275072,0.0249788,-110.898,0.05
50128.223495702005,0.0247098,-110.934,0.05
50128.5100286533,0.024439,-110.97,0.05
50128.796561604584,0.0241815,-111.0,0.05
50129.08309455588,0.0239221,-111.012,0.05
50129.36962750716,0.0236741,-111.048,0.05
50129.65616045845,0.0234224,-111.072,0.05
50129.94269340974,0.0231744,-111.102,0.05
50130.22922636103,0.0229474,-111.144,0.05
50130.51575931232,0.0227071,-111.144,0.05
50130.80229226361,0.0224744,-111.18,0.05
50131.0888252149,0.0222474,-111.216,0.05
50131.37535816619,0.0220262,-111.228,0.05
50131.66189111748,0.021803,-111.264,0.05
50131.94842406877,0.0215913,-111.294,0.05
50132.23495702006,0.0213681,-111.3,0.05
50132.52148997135,0.0211641,-111.336,0.05
50132.80802292263,0.0209581,-111.36,0.05
50133.094555873926,0.0207559,-111.378,0.05
50133.38108882521,0.0205537,-111.414,0.05
50133.667621776505,0.0203592,-111.426,0.05
50133.95415472779,0.0201627,-111.432,0.05
50134.240687679085,0.0199739,-111.462,0.05
50134.52722063037,0.019787,-111.486,0.05
50134.813753581664,0.0195981,-111.504,0.05
50135.10028653295,0.0194188,-111.534,0.05
50135.38681948424,0.0192376,-111.546,0.05
50135.67335243553,0.0190603,-111.57,0.05
50135.95988538682,0.0188867,-111.594,0.05
50136.24641833811,0.0187112,-111.612,0.05
50136.532951289395,0.0185415,-111.624,0.05
50136.81948424069,0.0183755,-111.642,0.05
50137.106017191974,0.0182115,-111.666,0.05
50137.39255014327,0.0180475,-111.672,0.05
50137.679083094554,0.0178872,-111.708,0.05
50137.96561604585,0.0177308,-111.714,0.05
50138.25214899713,0.0175744,-111.726,0.05
50138.53868194843,0.0174199,-111.75,0.05
50138.82521489971,0.0172693,-111.762,0.05
50139.111747851006,0.0171186,-111.786,0.05
50139.39828080229,0.0169717,-111.804,0.05
50139.68481375358,0.0168248,-111.822,0.05
50139.97134670487,0.0166818,-111.828,0.05
50140.25787965616,0.0165426,-111.834,0.05
50140.54441260745,0.0163976,-111.852,0.05
50140.83094555874,0.0162603,-111.87,0.05
50141.11747851003,0.0161248,-111.894,0.05
50141.404011461316,0.0159875,-111.9,0.05
50141.69054441261,0.0158578,-111.924,0.05
50141.977077363896,0.0157243,-111.93,0.05
50142.26361031519,0.0155945,-111.96,0.05
50142.550143266475,0.0154667,-111.954,0.05
50142.83667621777,0.0153428,-111.972,0.05
50143.123209169054,0.015215,-111.99,0.05
50143.40974212034,0.0150929,-112.002,0.05
50143.696275071634,0.0149708,-112.02,0.05
50143.98280802292,0.0148545,-112.026,0.05
50144.26934097421,0.0147267,-112.068,0.05
50144.5558739255,0.0146123,-112.032,0.05
50144.84240687679,0.0144959,-112.068,0.05
50145.12893982808,0.0143872,-112.086,0.05
50145.41547277937,0.0142651,-112.104,0.05
50145.70200573066,0.0141545,-112.14,0.05
50145.98853868195,0.0140458,-112.11,0.05
50146.27507163324,0.0139351,-112.134,0.05
50146.56160458452,0.0138264,-112.146,0.05
50146.84813753582,0.0137177,-112.164,0.05
50147.1346704871,0.0136128,-112.176,0.05
50147.421203438396,0.0135098,-112.182,0.05
50147.70773638968,0.0134049,-112.182,0.05
50147.994269340976,0.0133,-112.212,0.05
50148.28080229226,0.0132027,-112.224,0.05
50148.567335243555,0.0130997,-112.248,0.05
50148.85386819484,0.0130025,-112.236,0.05
50149.140401146135,0.0129033,-112.254,0.05
50149.42693409742,0.012806,-112.26,0.05
50149.713467048714,0.0127106,-112.278,0.05
50150.0,0.0126172,-112.296,0.05
50150.0,0.0126172,-112.29,0.05
50151.01351351351,0.0122996,-112.326,0.02
50152.02702702703,0.0119811,-112.344,0.02
50153.04054054054,0.0116759,-112.392,0.02
50154.05405405405,0.0113822,-112.41,0.02
50155.06756756757,0.0110999,-112.44,0.02
50156.08108108108,0.0108252,-112.476,0.02
50157.09459459459,0.0105591,-112.506,0.02
50158.10810810811,0.0103036,-112.53,0.02
50159.12162162162,0.0100546,-112.566,0.02
50160.13513513513,0.00981432,-112.596,0.02
50161.14864864865,0.00958067,-112.614,0.02
50162.16216216216,0.00935656,-112.632,0.02
50163.17567567567,0.00913721,-112.662,0.02
50164.18918918919,0.00892454,-112.68,0.02
50165.2027027027,0.00872046,-112.71,0.02
50166.21621621621,0.00851923,-112.722,0.02
50167.22972972973,0.00832564,-112.752,0.02
50168.24324324324,0.0081349,-112.764,0.02
50169.25675675676,0.00795275,-112.782,0.02
50170.27027027027,0.00777343,-112.788,0.02
50171.28378378379,0.00759986,-112.818,0.02
50172.2972972973,0.00743106,-112.83,0.02
50173.31081081081,0.00726607,-112.842,0.02
50174.32432432433,0.00710586,-112.86,0.02
50175.33783783784,0.0069485,-112.866,0.02
50176.35135135135,0.00679687,-112.878,0.02
50177.36486486487,0.00664809,-112.896,0.02
50178.37837837838,0.00650409,-112.914,0.02
50179.39189189189,0.00636294,-112.932,0.02
50180.40540540541,0.00622371,-112.932,0.02
50181.41891891892,0.00609019,-112.938,0.02
50182.43243243243,0.00595859,-112.938,0.02
50183.44594594595,0.00582984,-112.962,0.02
50184.45945945946,0.00570396,-112.968,0.02
50185.47297297297,0.00558093,-112.992,0.02
50186.48648648649,0.00546077,-112.98,0.02
50187.5,0.00534347,-112.998,0.02
50188.51351351351,0.00522998,-112.986,0.02
50189.52702702703,0.00511649,-113.004,0.02
50190.54054054054,0.00500777,-113.034,0.02
50191.55405405405,0.00490192,-112.998,0.01
50192.56756756757,0.00479701,-112.998,0.01
50193.58108108108,0.00469401,-113.01,0.01
50194.59459459459,0.0045934,-113.004,0.01
50195.60810810811,0.00449374,-113.01,0.01
50196.62162162162,0.00439742,-113.016,0.01
50197.63513513513,0.00430253,-112.998,0.01
50198.64864864865,0.00420907,-113.016,0.01
50199.66216216216,0.00411847,-113.01,0.01
50200.67567567567,0.0040293,-113.016,0.01
50201.68918918919,0.00394157,-113.01,0.01
50202.7027027027,0.00385667,-113.004,0.01
50203.71621621621,0.00377227,-112.998,0.01
50204.72972972973,0.0036893,-113.01,0.01
50205.74324324324,0.00360776,-113.01,0.01
50206.75675675676,0.00352766,-112.998,0.01
50207.77027027027,0.00344945,-112.998,0.01
50208.78378378379,0.00337268,-112.986,0.01
50209.7972972973,0.00329734,-112.986,0.01
50210.81081081081,0.00322296,-112.974,0.01
50211.82432432433,0.00315143,-112.956,0.01
50212.83783783784,0.00307943,-112.962,0.01
50213.85135135135,0.00300886,-112.956,0.01
50214.86486486487,0.00294019,-112.938,0.01
50215.87837837838,0.00287153,-112.932,0.01
50216.89189189189,0.00280572,-112.926,0.01
50217.90540540541,0.00273944,-112.92,0.01
50218.91891891892,0.00267507,-112.896,0.01
50219.93243243243,0.00261118,-112.878,0.01
50220.94594594595,0.00254919,-112.86,0.01
50221.95945945946,0.00248791,-112.854,0.005
50222.97297297297,0.00242712,-112.83,0.005
50223.98648648649,0.00236775,-112.83,0.005
50225.0,0.0023091,-112.806,0.005
50225.0,0.00230934,-112.812,0.005
50225.31328320802,0.00229169,-112.788,0.005
50225.62656641604,0.00227381,-112.788,0.005
50225.93984962406,0.00225593,-112.794,0.005
50226.253132832084,0.00223853,-112.782,0.005
50226.5664160401,0.00222065,-112.764,0.005
50226.87969924812,0.00220324,-112.764,0.005
50227.19298245614,0.00218584,-112.764,0.005
50227.50626566416,0.00216867,-112.758,0.005
50227.81954887218,0.00215127,-112.758,0.005
50228.1328320802,0.00213434,-112.752,0.005
50228.44611528822,0.00211717,-112.728,0.005
50228.759398496244,0.00210024,-112.728,0.005
50229.07268170426,0.00208308,-112.716,0.005
50229.38596491228,0.00206639,-112.71,0.005
50229.6992481203,0.0020497,-112.704,0.005
50230.01253132832,0.00203301,-112.698,0.005
50230.32581453634,0.00201632,-112.698,0.005
50230.63909774436,0.00200035,-112.698,0.005
50230.95238095238,0.0019839,-112.68,0.005
50231.265664160404,0.00196721,-112.686,0.005
50231.57894736842,0.00195099,-112.662,0.005
50231.89223057644,0.00193477,-112.662,0.005
50232.20551378446,0.0019188,-112.644,0.005
50232.51879699248,0.00190283,-112.638,0.005
50232.832080200504,0.00188614,-112.626,0.005
50233.14536340852,0.00187088,-112.626,0.005
50233.45864661654,0.0018549,-112.626,0.005
50233.771929824565,0.00183869,-112.614,0.005
50234.08521303258,0.00182343,-112.602,0.005
50234.3984962406,0.00180794,-112.59,0.005
50234.71177944862,0.0017922,-112.572,0.005
50235.02506265664,0.0017767,-112.56,0.005
50235.338345864664,0.00176216,-112.56,0.005
50235.65162907268,0.00174619,-112.548,0.005
50235.9649122807,0.00173164,-112.53,0.005
50236.278195488725,0.00171591,-112.53,0.005
50236.59147869674,0.00170017,-112.53,0.005
50236.90476190476,0.00168587,-112.524,0.005
50237.21804511278,0.00167084,-112.494,0.005
50237.5313283208,0.00165559,-112.464,0.005
50237.844611528824,0.00164104,-112.476,0.005
50238.15789473684,0.00162602,-112.452,0.005
50238.47117794486,0.00161076,-112.458,0.005
50238.784461152885,0.00159646,-112.434,0.005
50239.0977443609,0.00158168,-112.434,0.005
50239.41102756892,0.00156737,-112.422,0.005
50239.72431077694,0.00155283,-112.41,0.005
50240.03759398496,0.00153805,-112.386,0.005
50240.350877192985,0.00152398,-112.374,0.005
50240.664160401,0.00150944,-112.368,0.005
50240.97744360902,0.00149513,-112.332,0.005
50241.290726817046,0.00148154,-112.338,0.005
50241.60401002506,0.00146747,-112.344,0.005
50241.917293233084,0.00145341,-112.308,0.005
50242.2305764411,0.00143863,-112.314,0.005
50242.54385964912,0.00142504,-112.314,0.005
50242.857142857145,0.00141049,-112.41,0.005
50243.17042606516,0.0013969,-112.206,0.005
50243.48370927318,0.00138689,-112.176,0.005
50243.796992481206,0.00136901,-112.11,0.005
50244.11027568922,0.00135637,-112.128,0.005
50244.423558897244,0.00134421,-112.14,0.005
50244.73684210526,0.00132895,-112.206,0.005
50245.05012531328,0.00131775,-112.08,0.005
50245.363408521305,0.00130058,-112.158,0.005
50245.67669172932,0.00128985,-112.11,0.005
50245.98997493734,0.00127674,-112.026,0.005
50246.303258145366,0.00126291,-111.966,0.005
50246.61654135338,0.00125075,-112.122,0.002
50246.929824561405,0.00123871,-111.99,0.002
50247.24310776942,0.00122369,-111.972,0.002
50247.55639097744,0.00120939,-111.864,0.002
50247.869674185466,0.00119758,-111.93,0.002
50248.18295739348,0.00118423,-111.966,0.002
50248.496240601504,0.00117088,-111.972,0.002
50248.80952380953,0.00116015,-111.936,0.002
50249.12280701754,0.00114871,-111.9,0.002
50249.436090225565,0.00113345,-111.852,0.002
50249.74937343358,0.00112177,-111.81,0.002
50250.0626566416,0.00111068,-111.858,0.002
50250.375939849626,0.00109661,-111.822,0.002
50250.68922305764,0.00108553,-111.852,0.002
50251.002506265664,0.00107432,-111.774,0.002
50251.31578947369,0.00106192,-111.66,0.002
50251.6290726817,0.00104655,-111.726,0.002
50251.942355889725,0.00103486,-111.636,0.002
50252.25563909775,0.00102294,-111.57,0.002
50252.56892230576,0.00100661,-111.708,0.002
50252.882205513786,0.00100053,-111.69,0.002
50253.1954887218,0.000985749,-111.486,0.002
50253.508771929824,0.000973109,-111.486,0.002
50253.82205513785,0.000961427,-111.438,0.002
50254.13533834586,0.000949625,-111.462,0.002
50254.448621553885,0.000936035,-111.42,0.002
50254.76190476191,0.00092471,-111.258,0.002
50255.075187969924,0.00091565,-111.474,0.002
50255.38847117795,0.000902418,-111.306,0.002
50255.70175438596,0.000892881,-111.354,0.002
50256.015037593985,0.000879291,-111.282,0.002
50256.32832080201,0.000868682,-111.258,0.002
50256.64160401002,0.000856403,-111.138,0.002
50256.954887218046,0.000843409,-111.252,0.002
50257.26817042607,0.000833396,-111.12,0.002
50257.581453634084,0.000819568,-111.204,0.002
50257.89473684211,0.000810031,-111.048,0.002
50258.20802005012,0.000800852,-110.976,0.002
50258.521303258145,0.000788812,-110.976,0.002
50258.83458646617,0.000775103,-110.952,0.002
50259.14786967418,0.000765208,-110.922,0.002
50259.461152882206,0.00075293,-110.694,0.002
50259.77443609023,0.000741366,-110.736,0.002
50260.087719298244,0.000732664,-110.706,0.002
50260.40100250627,0.00072122,-110.664,0.002
50260.71428571428,0.00070918,-110.484,0.002
50261.027568922305,0.000699881,-110.706,0.002
50261.34085213033,0.000688795,-110.556,0.002
50261.65413533834,0.000675801,-110.49,0.002
50261.96741854637,0.000667337,-110.376,0.002
50262.28070175439,0.000656012,-110.28,0.002
50262.593984962405,0.000645403,-110.214,0.002
50262.90726817043,0.000634197,-110.226,0.002
50263.22055137844,0.000622872,-110.124,0.002
50263.533834586466,0.000614051,-109.974,0.002
50263.84711779449,0.000602368,-109.866,0.002
50264.160401002504,0.000593428,-110.112,0.002
50264.47368421053,0.000583056,-109.914,0.002
50264.78696741855,0.000569467,-109.914,0.002
50265.100250626565,0.000558976,-109.548,0.002
50265.41353383459,0.000551824,-109.614,0.002
50265.7268170426,0.000539783,-109.536,0.002
50266.040100250626,0.0005312,-109.56,0.002
50266.35338345865,0.000521187,-109.422,0.002
50266.666666666664,0.000508193,-109.308,0.002
50266.97994987469,0.000500444,-109.002,0.002
50267.29323308271,0.000491682,-108.786,0.001
50267.606516290725,0.000478508,-108.996,0.001
50267.91979949875,0.000467779,-108.738,0.001
50268.23308270676,0.000460031,-108.816,0.001
50268.546365914786,0.000448288,-108.744,0.001
50268.85964912281,0.000440123,-108.264,0.001
50269.172932330825,0.000428976,-108.444,0.001
50269.48621553885,0.000419082,-108.252,0.001
50269.79949874687,0.000409128,-108.084,0.001
50270.112781954886,0.000400903,-107.886,0.001
50270.42606516291,0.000389995,-107.676,0.001
