Frecuencias,Tiempo,VoltajeCH1,VoltajeCH2,ResolucionVCH1,ResolucionVCH2
11748975.549395302,2.3980000000000007e-07,-0.72,-0.014400000000000001,0.02,0.0008
11748975.549395302,2.4e-07,-0.7000000000000001,-0.0152,0.02,0.0008
11748975.549395302,2.402e-07,-0.7000000000000001,-0.0152,0.02,0.0008
11748975.549395302,2.404e-07,-0.7000000000000001,-0.0152,0.02,0.0008
11748975.549395302,2.406e-07,-0.68,-0.0152,0.02,0.0008
11748975.549395302,2.4080000000000004e-07,-0.68,-0.0152,0.02,0.0008
11748975.549395302,2.4100000000000005e-07,-0.66,-0.0152,0.02,0.0008
11748975.549395302,2.4120000000000007e-07,-0.66,-0.0152,0.02,0.0008
11748975.549395302,2.414e-07,-0.66,-0.014400000000000001,0.02,0.0008
11748975.549395302,2.416e-07,-0.64,-0.014400000000000001,0.02,0.0008
11748975.549395302,2.418e-07,-0.64,-0.013600000000000001,0.02,0.0008
11748975.549395302,2.42e-07,-0.62,-0.013600000000000001,0.02,0.0008
11748975.549395302,2.4220000000000004e-07,-0.62,-0.0128,0.02,0.0008
11748975.549395302,2.4240000000000005e-07,-0.6,-0.012,0.02,0.0008
11748975.549395302,2.4260000000000007e-07,-0.6,-0.012,0.02,0.0008
11748975.549395302,2.428e-07,-0.58,-0.0112,0.02,0.0008
11748975.549395302,2.43e-07,-0.56,-0.0112,0.02,0.0008
11748975.549395302,2.432e-07,-0.56,-0.010400000000000001,0.02,0.0008
11748975.549395302,2.434e-07,-0.54,-0.009600000000000001,0.02,0.0008
11748975.549395302,2.4360000000000004e-07,-0.54,-0.009600000000000001,0.02,0.0008
11748975.549395302,2.4380000000000005e-07,-0.52,-0.0088,0.02,0.0008
11748975.549395302,2.4400000000000007e-07,-0.5,-0.008,0.02,0.0008
11748975.549395302,2.442e-07,-0.5,-0.007200000000000001,0.02,0.0008
11748975.549395302,2.444e-07,-0.5,-0.0064,0.02,0.0008
11748975.549395302,2.446e-07,-0.48,-0.0064,0.02,0.0008
11748975.549395302,2.448e-07,-0.48,-0.0056,0.02,0.0008
11748975.549395302,2.4500000000000004e-07,-0.46,-0.0048000000000000004,0.02,0.0008
11748975.549395302,2.4520000000000005e-07,-0.46,-0.0048000000000000004,0.02,0.0008
11748975.549395302,2.4540000000000007e-07,-0.44,-0.004,0.02,0.0008
11748975.549395302,2.456000000000001e-07,-0.44,-0.004,0.02,0.0008
11748975.549395302,2.458e-07,-0.42,-0.0032,0.02,0.0008
11748975.549395302,2.46e-07,-0.4,-0.0032,0.02,0.0008
11748975.549395302,2.462e-07,-0.4,-0.0032,0.02,0.0008
11748975.549395302,2.4640000000000004e-07,-0.4,-0.0024000000000000002,0.02,0.0008
11748975.549395302,2.4660000000000005e-07,-0.38,-0.0024000000000000002,0.02,0.0008
11748975.549395302,2.4680000000000007e-07,-0.38,-0.0024000000000000002,0.02,0.0008
11748975.549395302,2.470000000000001e-07,-0.36,-0.0016,0.02,0.0008
11748975.549395302,2.472e-07,-0.36,-0.0016,0.02,0.0008
11748975.549395302,2.474e-07,-0.34,-0.0016,0.02,0.0008
11748975.549395302,2.476e-07,-0.34,-0.0024000000000000002,0.02,0.0008
11748975.549395302,2.4780000000000004e-07,-0.32,-0.0024000000000000002,0.02,0.0008
11748975.549395302,2.4800000000000005e-07,-0.3,-0.0024000000000000002,0.02,0.0008
11748975.549395302,2.4820000000000007e-07,-0.3,-0.0032,0.02,0.0008
11748975.549395302,2.484000000000001e-07,-0.28,-0.0032,0.02,0.0008
11748975.549395302,2.486e-07,-0.28,-0.004,0.02,0.0008
11748975.549395302,2.488e-07,-0.26,-0.004,0.02,0.0008
11748975.549395302,2.49e-07,-0.24,-0.0048000000000000004,0.02,0.0008
11748975.549395302,2.4920000000000003e-07,-0.24,-0.0048000000000000004,0.02,0.0008
11748975.549395302,2.4940000000000005e-07,-0.24,-0.0048000000000000004,0.02,0.0008
11748975.549395302,2.4960000000000006e-07,-0.22,-0.0056,0.02,0.0008
11748975.549395302,2.498000000000001e-07,-0.22,-0.0056,0.02,0.0008
12719437.795730436,-2.5e-07,-0.62,-0.008400000000000001,0.02,0.0004
12719437.795730436,-2.498e-07,-0.62,-0.008400000000000001,0.02,0.0004
12719437.795730436,-2.496e-07,-0.6,-0.008,0.02,0.0004
12719437.795730436,-2.494e-07,-0.6,-0.008,0.02,0.0004
12719437.795730436,-2.492e-07,-0.58,-0.008,0.02,0.0004
12719437.795730436,-2.4899999999999997e-07,-0.56,-0.008,0.02,0.0004
12719437.795730436,-2.488e-07,-0.54,-0.008,0.02,0.0004
12719437.795730436,-2.486e-07,-0.52,-0.0076,0.02,0.0004
12719437.795730436,-2.484e-07,-0.52,-0.0076,0.02,0.0004
12719437.795730436,-2.482e-07,-0.5,-0.0076,0.02,0.0004
12719437.795730436,-2.48e-07,-0.5,-0.0076,0.02,0.0004
12719437.795730436,-2.478e-07,-0.5,-0.0076,0.02,0.0004
12719437.795730436,-2.4759999999999997e-07,-0.48,-0.007200000000000001,0.02,0.0004
12719437.795730436,-2.474e-07,-0.48,-0.007200000000000001,0.02,0.0004
12719437.795730436,-2.472e-07,-0.48,-0.007200000000000001,0.02,0.0004
12719437.795730436,-2.47e-07,-0.48,-0.007200000000000001,0.02,0.0004
12719437.795730436,-2.468e-07,-0.48,-0.007200000000000001,0.02,0.0004
12719437.795730436,-2.466e-07,-0.46,-0.0068000000000000005,0.02,0.0004
12719437.795730436,-2.464e-07,-0.46,-0.0068000000000000005,0.02,0.0004
12719437.795730436,-2.4619999999999997e-07,-0.44,-0.0068000000000000005,0.02,0.0004
12719437.795730436,-2.46e-07,-0.44,-0.0064,0.02,0.0004
12719437.795730436,-2.458e-07,-0.42,-0.0064,0.02,0.0004
12719437.795730436,-2.456e-07,-0.4,-0.006,0.02,0.0004
12719437.795730436,-2.454e-07,-0.4,-0.006,0.02,0.0004
12719437.795730436,-2.452e-07,-0.38,-0.0056,0.02,0.0004
12719437.795730436,-2.45e-07,-0.38,-0.0056,0.02,0.0004
12719437.795730436,-2.4479999999999997e-07,-0.36,-0.005200000000000001,0.02,0.0004
12719437.795730436,-2.446e-07,-0.34,-0.0048000000000000004,0.02,0.0004
12719437.795730436,-2.444e-07,-0.34,-0.0048000000000000004,0.02,0.0004
12719437.795730436,-2.442e-07,-0.32,-0.0044,0.02,0.0004
12719437.795730436,-2.44e-07,-0.32,-0.004,0.02,0.0004
12719437.795730436,-2.438e-07,-0.3,-0.0036000000000000003,0.02,0.0004
12719437.795730436,-2.436e-07,-0.28,-0.0032,0.02,0.0004
12719437.795730436,-2.4339999999999997e-07,-0.26,-0.0028,0.02,0.0004
12719437.795730436,-2.432e-07,-0.24,-0.0028,0.02,0.0004
12719437.795730436,-2.43e-07,-0.22,-0.0024000000000000002,0.02,0.0004
12719437.795730436,-2.428e-07,-0.2,-0.002,0.02,0.0004
12719437.795730436,-2.426e-07,-0.18,-0.0016,0.02,0.0004
12719437.795730436,-2.424e-07,-0.18,-0.0016,0.02,0.0004
12719437.795730436,-2.422e-07,-0.16,-0.0012000000000000001,0.02,0.0004
12719437.795730436,-2.4199999999999997e-07,-0.14,-0.0012000000000000001,0.02,0.0004
12719437.795730436,-2.418e-07,-0.14,-0.0012000000000000001,0.02,0.0004
12719437.795730436,-2.416e-07,-0.12,-0.0008,0.02,0.0004
12719437.795730436,-2.414e-07,-0.12,-0.0008,0.02,0.0004
12719437.795730436,-2.4119999999999996e-07,-0.12,-0.0008,0.02,0.0004
12719437.795730436,-2.41e-07,-0.1,-0.0004,0.02,0.0004
12719437.795730436,-2.408e-07,-0.1,-0.0004,0.02,0.0004
12719437.795730436,-2.4059999999999997e-07,-0.08,0.0,0.02,0.0004
12719437.795730436,-2.404e-07,-0.08,0.0,0.02,0.0004
12719437.795730436,-2.402e-07,-0.06,0.0,0.02,0.0004
12719437.795730436,-2.4e-07,-0.04,0.0004,0.02,0.0004
12719437.795730436,-2.3979999999999996e-07,-0.02,0.0004,0.02,0.0004
12719437.795730436,-2.396e-07,0.0,0.0008,0.02,0.0004
12719437.795730436,-2.394e-07,0.0,0.0008,0.02,0.0004
12719437.795730436,-2.3919999999999997e-07,0.02,0.0012000000000000001,0.02,0.0004
12719437.795730436,-2.39e-07,0.02,0.0012000000000000001,0.02,0.0004
12719437.795730436,-2.388e-07,0.04,0.0016,0.02,0.0004
12719437.795730436,-2.386e-07,0.06,0.002,0.02,0.0004
12719437.795730436,-2.384e-07,0.06,0.002,0.02,0.0004
12719437.795730436,-2.382e-07,0.08,0.0024000000000000002,0.02,0.0004
12719437.795730436,-2.38e-07,0.08,0.0024000000000000002,0.02,0.0004
12719437.795730436,-2.378e-07,0.1,0.0024000000000000002,0.02,0.0004
12719437.795730436,-2.3759999999999998e-07,0.12,0.0028,0.02,0.0004
12719437.795730436,-2.374e-07,0.12,0.0028,0.02,0.0004
12719437.795730436,-2.3719999999999998e-07,0.14,0.0028,0.02,0.0004
12719437.795730436,-2.37e-07,0.14,0.0028,0.02,0.0004
12719437.795730436,-2.3679999999999998e-07,0.16,0.0032,0.02,0.0004
12719437.795730436,-2.366e-07,0.18,0.0032,0.02,0.0004
12719437.795730436,-2.364e-07,0.18,0.0032,0.02,0.0004
12719437.795730436,-2.3619999999999998e-07,0.2,0.0032,0.02,0.0004
12719437.795730436,-2.36e-07,0.22,0.0032,0.02,0.0004
12719437.795730436,-2.3579999999999998e-07,0.24,0.0032,0.02,0.0004
12719437.795730436,-2.356e-07,0.26,0.0032,0.02,0.0004
12719437.795730436,-2.3539999999999998e-07,0.26,0.0032,0.02,0.0004
12719437.795730436,-2.352e-07,0.28,0.0032,0.02,0.0004
12719437.795730436,-2.3499999999999997e-07,0.28,0.0036000000000000003,0.02,0.0004
12719437.795730436,-2.3479999999999998e-07,0.3,0.0036000000000000003,0.02,0.0004
12719437.795730436,-2.346e-07,0.32,0.004,0.02,0.0004
12719437.795730436,-2.3439999999999998e-07,0.32,0.004,0.02,0.0004
12719437.795730436,-2.342e-07,0.34,0.0044,0.02,0.0004
12719437.795730436,-2.3399999999999998e-07,0.34,0.0048000000000000004,0.02,0.0004
12719437.795730436,-2.338e-07,0.36,0.005200000000000001,0.02,0.0004
12719437.795730436,-2.3359999999999997e-07,0.38,0.0056,0.02,0.0004
12719437.795730436,-2.3339999999999999e-07,0.38,0.006,0.02,0.0004
12719437.795730436,-2.332e-07,0.4,0.0064,0.02,0.0004
12719437.795730436,-2.3299999999999998e-07,0.4,0.0068000000000000005,0.02,0.0004
12719437.795730436,-2.328e-07,0.42,0.007200000000000001,0.02,0.0004
12719437.795730436,-2.3259999999999998e-07,0.44,0.0076,0.02,0.0004
12719437.795730436,-2.324e-07,0.44,0.008,0.02,0.0004
12719437.795730436,-2.3219999999999997e-07,0.46,0.008400000000000001,0.02,0.0004
12719437.795730436,-2.3199999999999999e-07,0.46,0.008400000000000001,0.02,0.0004
12719437.795730436,-2.318e-07,0.48,0.0088,0.02,0.0004
12719437.795730436,-2.3159999999999998e-07,0.5,0.0092,0.02,0.0004
12719437.795730436,-2.314e-07,0.5,0.0092,0.02,0.0004
12719437.795730436,-2.3119999999999998e-07,0.5,0.0092,0.02,0.0004
12719437.795730436,-2.31e-07,0.52,0.0092,0.02,0.0004
12719437.795730436,-2.3079999999999998e-07,0.52,0.0092,0.02,0.0004
12719437.795730436,-2.306e-07,0.54,0.0092,0.02,0.0004
12719437.795730436,-2.304e-07,0.54,0.0092,0.02,0.0004
12719437.795730436,-2.3019999999999998e-07,0.56,0.0092,0.02,0.0004
12719437.795730436,-2.3e-07,0.58,0.0092,0.02,0.0004
12719437.795730436,-2.2979999999999998e-07,0.6,0.0092,0.02,0.0004
12719437.795730436,-2.296e-07,0.62,0.009600000000000001,0.02,0.0004
12719437.795730436,-2.2939999999999998e-07,0.62,0.009600000000000001,0.02,0.0004
12719437.795730436,-2.292e-07,0.62,0.009600000000000001,0.02,0.0004
12719437.795730436,-2.29e-07,0.62,0.01,0.02,0.0004
12719437.795730436,-2.2879999999999998e-07,0.62,0.01,0.02,0.0004
12719437.795730436,-2.286e-07,0.62,0.010400000000000001,0.02,0.0004
12719437.795730436,-2.2839999999999998e-07,0.62,0.010400000000000001,0.02,0.0004
12719437.795730436,-2.282e-07,0.62,0.010400000000000001,0.02,0.0004
12719437.795730436,-2.2799999999999998e-07,0.64,0.0108,0.02,0.0004
12719437.795730436,-2.278e-07,0.64,0.0108,0.02,0.0004
12719437.795730436,-2.276e-07,0.66,0.0112,0.02,0.0004
12719437.795730436,-2.2739999999999998e-07,0.66,0.0112,0.02,0.0004
12719437.795730436,-2.272e-07,0.68,0.0112,0.02,0.0004
12719437.795730436,-2.2699999999999998e-07,0.68,0.0112,0.02,0.0004
12719437.795730436,-2.268e-07,0.7000000000000001,0.0112,0.02,0.0004
12719437.795730436,-2.2659999999999998e-07,0.72,0.011600000000000001,0.02,0.0004
12719437.795730436,-2.264e-07,0.72,0.011600000000000001,0.02,0.0004
12719437.795730436,-2.262e-07,0.74,0.011600000000000001,0.02,0.0004
12719437.795730436,-2.2599999999999999e-07,0.74,0.012,0.02,0.0004
12719437.795730436,-2.258e-07,0.74,0.012,0.02,0.0004
12719437.795730436,-2.2559999999999998e-07,0.76,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.254e-07,0.76,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.2519999999999998e-07,0.76,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.25e-07,0.76,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.248e-07,0.76,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.2459999999999999e-07,0.78,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.244e-07,0.78,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.2419999999999998e-07,0.78,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.24e-07,0.8,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.2379999999999998e-07,0.8,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.236e-07,0.8200000000000001,0.0128,0.02,0.0004
12719437.795730436,-2.234e-07,0.8200000000000001,0.0128,0.02,0.0004
12719437.795730436,-2.232e-07,0.8200000000000001,0.0128,0.02,0.0004
12719437.795730436,-2.23e-07,0.8200000000000001,0.0132,0.02,0.0004
12719437.795730436,-2.2279999999999998e-07,0.8200000000000001,0.0132,0.02,0.0004
12719437.795730436,-2.226e-07,0.8200000000000001,0.013600000000000001,0.02,0.0004
12719437.795730436,-2.2239999999999998e-07,0.8200000000000001,0.013600000000000001,0.02,0.0004
12719437.795730436,-2.222e-07,0.8200000000000001,0.013600000000000001,0.02,0.0004
12719437.795730436,-2.2199999999999998e-07,0.8200000000000001,0.013600000000000001,0.02,0.0004
12719437.795730436,-2.218e-07,0.8200000000000001,0.013600000000000001,0.02,0.0004
12719437.795730436,-2.216e-07,0.8200000000000001,0.013600000000000001,0.02,0.0004
12719437.795730436,-2.2139999999999998e-07,0.8200000000000001,0.013600000000000001,0.02,0.0004
12719437.795730436,-2.212e-07,0.8200000000000001,0.0132,0.02,0.0004
12719437.795730436,-2.2099999999999998e-07,0.8200000000000001,0.0132,0.02,0.0004
12719437.795730436,-2.208e-07,0.8200000000000001,0.0132,0.02,0.0004
12719437.795730436,-2.2059999999999998e-07,0.84,0.0132,0.02,0.0004
12719437.795730436,-2.204e-07,0.84,0.0128,0.02,0.0004
12719437.795730436,-2.2019999999999997e-07,0.84,0.0128,0.02,0.0004
12719437.795730436,-2.1999999999999998e-07,0.84,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.198e-07,0.86,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.1959999999999998e-07,0.86,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.194e-07,0.84,0.012,0.02,0.0004
12719437.795730436,-2.192e-07,0.84,0.012,0.02,0.0004
12719437.795730436,-2.19e-07,0.8200000000000001,0.012,0.02,0.0004
12719437.795730436,-2.1879999999999997e-07,0.8200000000000001,0.012,0.02,0.0004
12719437.795730436,-2.1859999999999999e-07,0.8200000000000001,0.012,0.02,0.0004
12719437.795730436,-2.184e-07,0.8200000000000001,0.012,0.02,0.0004
12719437.795730436,-2.1819999999999998e-07,0.8200000000000001,0.012,0.02,0.0004
12719437.795730436,-2.18e-07,0.8200000000000001,0.012,0.02,0.0004
12719437.795730436,-2.1779999999999998e-07,0.8200000000000001,0.012,0.02,0.0004
12719437.795730436,-2.176e-07,0.84,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.1739999999999997e-07,0.84,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.1719999999999999e-07,0.8200000000000001,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.17e-07,0.8200000000000001,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.1679999999999998e-07,0.8200000000000001,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.166e-07,0.8200000000000001,0.0128,0.02,0.0004
12719437.795730436,-2.1639999999999998e-07,0.8,0.0128,0.02,0.0004
12719437.795730436,-2.162e-07,0.8,0.0128,0.02,0.0004
12719437.795730436,-2.1599999999999998e-07,0.78,0.0128,0.02,0.0004
12719437.795730436,-2.158e-07,0.78,0.0128,0.02,0.0004
12719437.795730436,-2.156e-07,0.78,0.0128,0.02,0.0004
12719437.795730436,-2.1539999999999998e-07,0.76,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.152e-07,0.76,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.1499999999999998e-07,0.76,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.148e-07,0.76,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.1459999999999998e-07,0.76,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.144e-07,0.76,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.142e-07,0.76,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.1399999999999998e-07,0.76,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.138e-07,0.76,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.1359999999999998e-07,0.76,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.134e-07,0.74,0.012400000000000001,0.02,0.0004
12719437.795730436,-2.1319999999999998e-07,0.74,0.012,0.02,0.0004
12719437.795730436,-2.13e-07,0.72,0.012,0.02,0.0004
12719437.795730436,-2.128e-07,0.72,0.012,0.02,0.0004
12719437.795730436,-2.1259999999999998e-07,0.72,0.012,0.02,0.0004
12719437.795730436,-2.124e-07,0.7000000000000001,0.011600000000000001,0.02,0.0004
12719437.795730436,-2.1219999999999998e-07,0.7000000000000001,0.011600000000000001,0.02,0.0004
12719437.795730436,-2.12e-07,0.7000000000000001,0.0112,0.02,0.0004
12719437.795730436,-2.1179999999999998e-07,0.7000000000000001,0.0108,0.02,0.0004
12719437.795730436,-2.116e-07,0.7000000000000001,0.0108,0.02,0.0004
12719437.795730436,-2.114e-07,0.68,0.010400000000000001,0.02,0.0004
12719437.795730436,-2.1119999999999999e-07,0.68,0.01,0.02,0.0004
12719437.795730436,-2.11e-07,0.66,0.009600000000000001,0.02,0.0004
12719437.795730436,-2.1079999999999998e-07,0.64,0.0092,0.02,0.0004
12719437.795730436,-2.106e-07,0.64,0.0092,0.02,0.0004
12719437.795730436,-2.1039999999999998e-07,0.62,0.0088,0.02,0.0004
12719437.795730436,-2.102e-07,0.6,0.0088,0.02,0.0004
12719437.795730436,-2.1e-07,0.58,0.008400000000000001,0.02,0.0004
12719437.795730436,-2.0979999999999999e-07,0.56,0.008400000000000001,0.02,0.0004
12719437.795730436,-2.0959999999999997e-07,0.56,0.008400000000000001,0.02,0.0004
12719437.795730436,-2.0939999999999998e-07,0.54,0.008,0.02,0.0004
12719437.795730436,-2.092e-07,0.54,0.008,0.02,0.0004
12719437.795730436,-2.0899999999999998e-07,0.52,0.0076,0.02,0.0004
12719437.795730436,-2.088e-07,0.52,0.007200000000000001,0.02,0.0004
12719437.795730436,-2.086e-07,0.52,0.007200000000000001,0.02,0.0004
12719437.795730436,-2.0839999999999999e-07,0.5,0.0068000000000000005,0.02,0.0004
12719437.795730436,-2.0819999999999997e-07,0.5,0.0064,0.02,0.0004
12719437.795730436,-2.0799999999999998e-07,0.48,0.006,0.02,0.0004
12719437.795730436,-2.078e-07,0.48,0.0056,0.02,0.0004
12719437.795730436,-2.0759999999999998e-07,0.48,0.0056,0.02,0.0004
12719437.795730436,-2.074e-07,0.46,0.005200000000000001,0.02,0.0004
12719437.795730436,-2.072e-07,0.46,0.005200000000000001,0.02,0.0004
12719437.795730436,-2.07e-07,0.46,0.005200000000000001,0.02,0.0004
12719437.795730436,-2.0679999999999997e-07,0.44,0.005200000000000001,0.02,0.0004
12719437.795730436,-2.0659999999999998e-07,0.44,0.005200000000000001,0.02,0.0004
12719437.795730436,-2.064e-07,0.42,0.0048000000000000004,0.02,0.0004
12719437.795730436,-2.0619999999999998e-07,0.4,0.0048000000000000004,0.02,0.0004
12719437.795730436,-2.06e-07,0.4,0.0048000000000000004,0.02,0.0004
12719437.795730436,-2.058e-07,0.38,0.0048000000000000004,0.02,0.0004
12719437.795730436,-2.056e-07,0.38,0.0048000000000000004,0.02,0.0004
12719437.795730436,-2.0539999999999997e-07,0.36,0.0048000000000000004,0.02,0.0004
12719437.795730436,-2.0519999999999998e-07,0.36,0.0048000000000000004,0.02,0.0004
12719437.795730436,-2.05e-07,0.36,0.0048000000000000004,0.02,0.0004
12719437.795730436,-2.0479999999999998e-07,0.34,0.0048000000000000004,0.02,0.0004
12719437.795730436,-2.046e-07,0.34,0.0048000000000000004,0.02,0.0004
12719437.795730436,-2.0439999999999998e-07,0.32,0.0044,0.02,0.0004
12719437.795730436,-2.042e-07,0.3,0.0044,0.02,0.0004
12719437.795730436,-2.0399999999999997e-07,0.28,0.004,0.02,0.0004
12719437.795730436,-2.0379999999999999e-07,0.26,0.0036000000000000003,0.02,0.0004
12719437.795730436,-2.036e-07,0.26,0.0036000000000000003,0.02,0.0004
12719437.795730436,-2.0339999999999998e-07,0.24,0.0032,0.02,0.0004
12719437.795730436,-2.032e-07,0.22,0.0028,0.02,0.0004
12719437.795730436,-2.0299999999999998e-07,0.22,0.0028,0.02,0.0004
12719437.795730436,-2.028e-07,0.2,0.0024000000000000002,0.02,0.0004
12719437.795730436,-2.0259999999999997e-07,0.2,0.0024000000000000002,0.02,0.0004
12719437.795730436,-2.0239999999999999e-07,0.18,0.002,0.02,0.0004
12719437.795730436,-2.022e-07,0.16,0.0016,0.02,0.0004
12719437.795730436,-2.0199999999999998e-07,0.14,0.0016,0.02,0.0004
12719437.795730436,-2.018e-07,0.12,0.0012000000000000001,0.02,0.0004
12719437.795730436,-2.0159999999999998e-07,0.12,0.0012000000000000001,0.02,0.0004
12719437.795730436,-2.014e-07,0.1,0.0008,0.02,0.0004
12719437.795730436,-2.0119999999999998e-07,0.08,0.0004,0.02,0.0004
12719437.795730436,-2.0099999999999999e-07,0.08,0.0,0.02,0.0004
12719437.795730436,-2.008e-07,0.06,-0.0004,0.02,0.0004
12719437.795730436,-2.0059999999999998e-07,0.06,-0.0004,0.02,0.0004
12719437.795730436,-2.004e-07,0.04,-0.0008,0.02,0.0004
12719437.795730436,-2.0019999999999998e-07,0.02,-0.0012000000000000001,0.02,0.0004
12719437.795730436,-2e-07,0.0,-0.0016,0.02,0.0004
12719437.795730436,-1.9979999999999998e-07,-0.02,-0.002,0.02,0.0004
12719437.795730436,-1.996e-07,-0.02,-0.002,0.02,0.0004
12719437.795730436,-1.994e-07,-0.04,-0.0024000000000000002,0.02,0.0004
12719437.795730436,-1.9919999999999998e-07,-0.06,-0.0024000000000000002,0.02,0.0004
12719437.795730436,-1.99e-07,-0.06,-0.0028,0.02,0.0004
12719437.795730436,-1.9879999999999998e-07,-0.08,-0.0028,0.02,0.0004
12719437.795730436,-1.986e-07,-0.08,-0.0028,0.02,0.0004
12719437.795730436,-1.9839999999999998e-07,-0.1,-0.0028,0.02,0.0004
12719437.795730436,-1.982e-07,-0.12,-0.0028,0.02,0.0004
12719437.795730436,-1.98e-07,-0.12,-0.0028,0.02,0.0004
12719437.795730436,-1.9779999999999998e-07,-0.14,-0.0028,0.02,0.0004
12719437.795730436,-1.976e-07,-0.14,-0.0028,0.02,0.0004
12719437.795730436,-1.9739999999999998e-07,-0.16,-0.0028,0.02,0.0004
12719437.795730436,-1.972e-07,-0.18,-0.0032,0.02,0.0004
12719437.795730436,-1.9699999999999998e-07,-0.18,-0.0032,0.02,0.0004
12719437.795730436,-1.968e-07,-0.2,-0.0032,0.02,0.0004
12719437.795730436,-1.966e-07,-0.2,-0.0032,0.02,0.0004
12719437.795730436,-1.9639999999999999e-07,-0.22,-0.0036000000000000003,0.02,0.0004
12719437.795730436,-1.962e-07,-0.24,-0.0036000000000000003,0.02,0.0004
12719437.795730436,-1.9599999999999998e-07,-0.24,-0.004,0.02,0.0004
12719437.795730436,-1.958e-07,-0.26,-0.004,0.02,0.0004
12719437.795730436,-1.9559999999999998e-07,-0.26,-0.004,0.02,0.0004
12719437.795730436,-1.954e-07,-0.28,-0.0044,0.02,0.0004
12719437.795730436,-1.952e-07,-0.3,-0.0044,0.02,0.0004
12719437.795730436,-1.9499999999999999e-07,-0.3,-0.0048000000000000004,0.02,0.0004
12719437.795730436,-1.9479999999999997e-07,-0.32,-0.0048000000000000004,0.02,0.0004
12719437.795730436,-1.9459999999999998e-07,-0.32,-0.0048000000000000004,0.02,0.0004
12719437.795730436,-1.944e-07,-0.34,-0.005200000000000001,0.02,0.0004
12719437.795730436,-1.9419999999999998e-07,-0.36,-0.005200000000000001,0.02,0.0004
12719437.795730436,-1.94e-07,-0.36,-0.005200000000000001,0.02,0.0004
12719437.795730436,-1.938e-07,-0.38,-0.0056,0.02,0.0004
12719437.795730436,-1.9359999999999999e-07,-0.38,-0.0056,0.02,0.0004
12719437.795730436,-1.9339999999999997e-07,-0.4,-0.006,0.02,0.0004
12719437.795730436,-1.9319999999999998e-07,-0.42,-0.006,0.02,0.0004
12719437.795730436,-1.93e-07,-0.42,-0.0064,0.02,0.0004
12719437.795730436,-1.9279999999999998e-07,-0.44,-0.0068000000000000005,0.02,0.0004
12719437.795730436,-1.926e-07,-0.44,-0.0068000000000000005,0.02,0.0004
12719437.795730436,-1.924e-07,-0.46,-0.007200000000000001,0.02,0.0004
12719437.795730436,-1.922e-07,-0.48,-0.0076,0.02,0.0004
12719437.795730436,-1.9199999999999997e-07,-0.5,-0.008,0.02,0.0004
12719437.795730436,-1.9179999999999998e-07,-0.52,-0.008400000000000001,0.02,0.0004
12719437.795730436,-1.916e-07,-0.52,-0.008400000000000001,0.02,0.0004
12719437.795730436,-1.9139999999999998e-07,-0.54,-0.0088,0.02,0.0004
12719437.795730436,-1.912e-07,-0.54,-0.0092,0.02,0.0004
12719437.795730436,-1.91e-07,-0.56,-0.0092,0.02,0.0004
12719437.795730436,-1.908e-07,-0.56,-0.009600000000000001,0.02,0.0004
12719437.795730436,-1.9059999999999997e-07,-0.56,-0.009600000000000001,0.02,0.0004
12719437.795730436,-1.9039999999999998e-07,-0.58,-0.01,0.02,0.0004
12719437.795730436,-1.902e-07,-0.6,-0.01,0.02,0.0004
12719437.795730436,-1.8999999999999998e-07,-0.6,-0.010400000000000001,0.02,0.0004
12719437.795730436,-1.898e-07,-0.62,-0.010400000000000001,0.02,0.0004
12719437.795730436,-1.896e-07,-0.62,-0.010400000000000001,0.02,0.0004
12719437.795730436,-1.894e-07,-0.64,-0.0108,0.02,0.0004
12719437.795730436,-1.8919999999999997e-07,-0.64,-0.0108,0.02,0.0004
12719437.795730436,-1.8899999999999999e-07,-0.64,-0.0108,0.02,0.0004
