Frecuencia,Amplitud,Fase,Escala
50291.25418060201,0.000195683,54.822,0.0005
50291.32107023412,0.00019911,55.08,0.0005
50291.387959866224,0.000197203,54.912,0.0005
50291.454849498325,0.000199706,54.81,0.0005
50291.52173913043,0.000201316,55.08,0.0005
50291.58862876254,0.000203879,54.774,0.0005
50291.65551839465,0.000206918,54.996,0.0005
50291.722408026755,0.000203819,54.51,0.0005
50291.78929765886,0.000210465,55.614,0.0005
50291.85618729097,0.000212551,55.632,0.0005
50291.92307692308,0.000210405,54.696,0.0005
50291.989966555186,0.00021419,56.058,0.0005
50292.05685618729,0.000212164,54.99,0.0005
50292.1237458194,0.000218899,55.02,0.0005
50292.19063545151,0.000218094,55.368,0.0005
50292.25752508361,0.000221879,55.314,0.0005
50292.32441471572,0.000223876,55.038,0.0005
50292.391304347824,0.000225396,55.578,0.0005
50292.45819397993,0.000221879,56.166,0.0005
50292.52508361204,0.000226677,56.748,0.0005
50292.59197324415,0.000225843,56.646,0.0005
50292.658862876255,0.000227631,56.25,0.0005
50292.72575250836,0.000233085,56.856,0.0005
50292.79264214047,0.00023082,55.392,0.0005
50292.85953177258,0.000237078,55.428,0.0005
50292.926421404685,0.000236661,56.52,0.0005
50292.99331103679,0.000240595,56.616,0.0005
50293.06020066889,0.000243039,55.68,0.0005
50293.127090301,0.000241966,56.124,0.0005
50293.19397993311,0.00023991,56.358,0.0005
50293.260869565216,0.000242771,56.958,0.0005
50293.327759197324,0.000248732,56.49,0.0005
50293.39464882943,0.000247004,56.256,0.0005
50293.46153846154,0.000249328,56.952,0.0005
50293.52842809365,0.000251414,57.288,0.0005
50293.595317725754,0.000252815,56.706,0.0005
50293.66220735786,0.000257077,56.742,0.0005
50293.72909698997,0.000257136,57.234,0.0005
50293.79598662208,0.00025803,57.054,0.0005
50293.86287625418,0.000255885,57.09,0.0005
50293.929765886285,0.000259282,56.754,0.0005
50293.99665551839,0.000261249,56.352,0.0005
50294.0635451505,0.000264348,57.564,0.0005
