Tiempo,VoltajeCH1,VoltajeCH2,ResolucionVCH1,ResolucionVCH2
-5e-07,-9.44,0.02,0.08,0.02
-4.996e-07,-9.44,0.02,0.08,0.02
-4.992e-07,-9.44,0.02,0.08,0.02
-4.988e-07,-9.44,0.02,0.08,0.02
-4.984e-07,-9.44,0.02,0.08,0.02
-4.979999999999999e-07,-9.44,0.02,0.08,0.02
-4.976e-07,-9.44,0.02,0.08,0.02
-4.972e-07,-9.44,0.02,0.08,0.02
-4.968e-07,-9.44,0.02,0.08,0.02
-4.964e-07,-9.44,0.02,0.08,0.02
-4.96e-07,-9.44,0.02,0.08,0.02
-4.956e-07,-9.44,0.02,0.08,0.02
-4.951999999999999e-07,-9.44,0.02,0.08,0.02
-4.948e-07,-9.44,0.02,0.08,0.02
-4.944e-07,-9.44,0.02,0.08,0.02
-4.94e-07,-9.44,0.02,0.08,0.02
-4.936e-07,-9.44,0.02,0.08,0.02
-4.932e-07,-9.44,0.02,0.08,0.02
-4.928e-07,-9.44,0.02,0.08,0.02
-4.923999999999999e-07,-9.44,0.02,0.08,0.02
-4.92e-07,-9.44,0.02,0.08,0.02
-4.916e-07,-9.44,0.02,0.08,0.02
-4.912e-07,-9.44,0.02,0.08,0.02
-4.908e-07,-9.44,0.02,0.08,0.02
-4.904e-07,-9.44,0.02,0.08,0.02
-4.9e-07,-9.44,0.02,0.08,0.02
-4.895999999999999e-07,-9.44,0.02,0.08,0.02
-4.892e-07,-9.44,0.02,0.08,0.02
-4.888e-07,-9.44,0.02,0.08,0.02
-4.884e-07,-9.44,0.02,0.08,0.02
-4.88e-07,-9.44,0.02,0.08,0.02
-4.876e-07,-9.44,0.02,0.08,0.02
-4.872e-07,-9.44,0.02,0.08,0.02
-4.867999999999999e-07,-9.44,0.02,0.08,0.02
-4.864e-07,-9.44,0.0,0.08,0.02
-4.86e-07,-9.44,0.02,0.08,0.02
-4.856e-07,-9.44,0.0,0.08,0.02
-4.852e-07,-9.44,0.02,0.08,0.02
-4.848e-07,-9.44,0.02,0.08,0.02
-4.844e-07,-9.44,0.02,0.08,0.02
-4.839999999999999e-07,-9.44,0.0,0.08,0.02
-4.836e-07,-9.44,0.02,0.08,0.02
-4.832e-07,-9.44,0.02,0.08,0.02
-4.828e-07,-9.44,0.02,0.08,0.02
-4.823999999999999e-07,-9.44,0.02,0.08,0.02
-4.82e-07,-9.44,0.02,0.08,0.02
-4.816e-07,-9.44,0.02,0.08,0.02
-4.811999999999999e-07,-9.44,0.02,0.08,0.02
-4.808e-07,-9.44,0.02,0.08,0.02
-4.804e-07,-9.44,0.02,0.08,0.02
-4.8e-07,-9.44,0.02,0.08,0.02
-4.795999999999999e-07,-9.44,0.02,0.08,0.02
-4.792e-07,-9.44,0.02,0.08,0.02
-4.788e-07,-9.44,0.02,0.08,0.02
-4.783999999999999e-07,-9.44,0.02,0.08,0.02
-4.78e-07,-9.44,0.02,0.08,0.02
-4.776e-07,-9.44,0.02,0.08,0.02
-4.772e-07,-9.44,0.02,0.08,0.02
-4.768e-07,-9.44,0.02,0.08,0.02
-4.764e-07,-9.44,0.02,0.08,0.02
-4.76e-07,-9.44,0.02,0.08,0.02
-4.756e-07,-9.44,0.02,0.08,0.02
-4.7519999999999997e-07,-9.44,0.02,0.08,0.02
-4.748e-07,-9.44,0.02,0.08,0.02
-4.7439999999999996e-07,-9.44,0.02,0.08,0.02
-4.74e-07,-9.44,0.02,0.08,0.02
-4.7359999999999995e-07,-9.44,0.02,0.08,0.02
-4.732e-07,-9.44,0.02,0.08,0.02
-4.728e-07,-9.44,0.02,0.08,0.02
-4.7239999999999997e-07,-9.44,0.02,0.08,0.02
-4.72e-07,-9.44,0.02,0.08,0.02
-4.7159999999999996e-07,-9.44,0.02,0.08,0.02
-4.712e-07,-9.44,0.02,0.08,0.02
-4.7079999999999995e-07,-9.44,0.02,0.08,0.02
-4.704e-07,-9.44,0.02,0.08,0.02
-4.6999999999999995e-07,-9.44,0.02,0.08,0.02
-4.6959999999999997e-07,-9.44,0.02,0.08,0.02
-4.692e-07,-9.44,0.02,0.08,0.02
-4.6879999999999996e-07,-9.44,0.02,0.08,0.02
-4.684e-07,-9.44,0.02,0.08,0.02
-4.6799999999999996e-07,-9.44,0.02,0.08,0.02
-4.676e-07,-9.44,0.02,0.08,0.02
-4.6719999999999995e-07,-9.44,0.02,0.08,0.02
-4.6679999999999997e-07,-9.44,0.02,0.08,0.02
-4.664e-07,-9.44,0.0,0.08,0.02
-4.6599999999999996e-07,-9.44,0.02,0.08,0.02
-4.656e-07,-9.44,0.02,0.08,0.02
-4.6519999999999996e-07,-9.44,0.02,0.08,0.02
-4.648e-07,-9.44,0.02,0.08,0.02
-4.6439999999999995e-07,-9.44,0.02,0.08,0.02
-4.6399999999999997e-07,-9.44,0.02,0.08,0.02
-4.636e-07,-9.44,0.02,0.08,0.02
-4.6319999999999997e-07,-9.44,0.02,0.08,0.02
-4.628e-07,-9.44,0.02,0.08,0.02
-4.6239999999999996e-07,-9.44,0.02,0.08,0.02
-4.62e-07,-9.44,0.02,0.08,0.02
