Tiempo,VoltajeCH1,VoltajeCH2,ResolucionVCH1,ResolucionVCH2
-0.000131,-0.98,0.00048000000000000007,0.02,8e-05
-0.0001309,-1.0,0.0004,0.02,8e-05
-0.0001308,-1.0,0.00064,0.02,8e-05
-0.0001307,-1.02,0.0004,0.02,8e-05
-0.0001306,-1.0,0.00048000000000000007,0.02,8e-05
-0.0001305,-1.02,0.00072,0.02,8e-05
-0.00013040000000000003,-1.0,0.00064,0.02,8e-05
-0.00013030000000000002,-1.0,0.0004,0.02,8e-05
-0.00013020000000000002,-1.0,0.0005600000000000001,0.02,8e-05
-0.00013010000000000002,-1.0,0.00064,0.02,8e-05
-0.00013000000000000002,-1.0,0.0004,0.02,8e-05
-0.0001299,-1.0,0.00024000000000000003,0.02,8e-05
-0.0001298,-1.0,0.0004,0.02,8e-05
-0.0001297,-1.02,0.00016,0.02,8e-05
-0.0001296,-1.0,0.00024000000000000003,0.02,8e-05
-0.0001295,-1.0,0.0004,0.02,8e-05
-0.0001294,-1.0,0.0005600000000000001,0.02,8e-05
-0.00012930000000000003,-1.0,0.0004,0.02,8e-05
-0.00012920000000000002,-1.0,0.00024000000000000003,0.02,8e-05
-0.00012910000000000002,-1.0,0.00024000000000000003,0.02,8e-05
-0.00012900000000000002,-1.0,0.00024000000000000003,0.02,8e-05
-0.00012890000000000002,-1.0,0.0004,0.02,8e-05
-0.00012880000000000001,-1.0,0.00032,0.02,8e-05
-0.0001287,-0.98,0.00024000000000000003,0.02,8e-05
-0.0001286,-1.0,0.0005600000000000001,0.02,8e-05
-0.0001285,-1.0,0.0004,0.02,8e-05
-0.0001284,-1.0,0.00016,0.02,8e-05
-0.0001283,-1.0,0.0004,0.02,8e-05
-0.00012820000000000003,-1.0,0.0004,0.02,8e-05
-0.00012810000000000002,-1.0,0.00032,0.02,8e-05
-0.00012800000000000002,-1.0,0.00064,0.02,8e-05
-0.00012790000000000002,-1.0,0.0005600000000000001,0.02,8e-05
-0.00012780000000000002,-1.0,0.00032,0.02,8e-05
-0.00012770000000000001,-1.0,0.00032,0.02,8e-05
-0.0001276,-1.0,0.00072,0.02,8e-05
-0.0001275,-1.0,0.0005600000000000001,0.02,8e-05
-0.0001274,-1.0,0.0005600000000000001,0.02,8e-05
-0.0001273,-1.0,0.00088,0.02,8e-05
-0.0001272,-1.0,0.0008,0.02,8e-05
-0.0001271,-1.0,0.00064,0.02,8e-05
-0.00012700000000000002,-1.0,0.00072,0.02,8e-05
-0.00012690000000000002,-0.98,0.00072,0.02,8e-05
-0.00012680000000000002,-1.0,0.00032,0.02,8e-05
-0.00012670000000000002,-1.0,0.0004,0.02,8e-05
-0.00012660000000000001,-1.0,0.0005600000000000001,0.02,8e-05
-0.0001265,-1.02,0.0004,0.02,8e-05
-0.0001264,-1.0,0.0004,0.02,8e-05
-0.0001263,-1.0,0.0005600000000000001,0.02,8e-05
-0.0001262,-1.0,0.00032,0.02,8e-05
-0.0001261,-1.0,0.00016,0.02,8e-05
-0.00012600000000000003,-1.0,0.0,0.02,8e-05
-0.00012590000000000002,-1.0,-0.00016,0.02,8e-05
-0.00012580000000000002,-1.0,-0.00024000000000000003,0.02,8e-05
-0.00012570000000000002,-1.0,-0.00016,0.02,8e-05
-0.00012560000000000002,-1.0,-0.0004,0.02,8e-05
-0.00012550000000000001,-1.0,-0.00032,0.02,8e-05
-0.0001254,-1.0,-0.00032,0.02,8e-05
-0.0001253,-1.0,-0.00048000000000000007,0.02,8e-05
-0.0001252,-1.0,-0.00032,0.02,8e-05
-0.0001251,-1.0,-0.00048000000000000007,0.02,8e-05
-0.000125,-1.0,-0.00024000000000000003,0.02,8e-05
-0.0001249,-1.0,-0.0005600000000000001,0.02,8e-05
-0.00012480000000000002,-1.0,-0.00048000000000000007,0.02,8e-05
-0.00012470000000000002,-1.0,-0.0005600000000000001,0.02,8e-05
-0.00012460000000000002,-1.0,-0.00072,0.02,8e-05
-0.00012450000000000002,-1.0,-0.0005600000000000001,0.02,8e-05
-0.00012440000000000002,-1.0,-0.0005600000000000001,0.02,8e-05
-0.0001243,-1.0,-0.0005600000000000001,0.02,8e-05
-0.0001242,-1.0,-0.0004,0.02,8e-05
-0.0001241,-1.02,-8e-05,0.02,8e-05
-0.000124,-1.02,-0.00016,0.02,8e-05
-0.0001239,-1.02,-0.00032,0.02,8e-05
-0.0001238,-1.0,-0.00024000000000000003,0.02,8e-05
-0.00012370000000000003,-1.0,-0.00016,0.02,8e-05
-0.00012360000000000002,-1.0,-0.00016,0.02,8e-05
-0.00012350000000000002,-1.0,-0.00024000000000000003,0.02,8e-05
-0.00012340000000000002,-1.0,0.0,0.02,8e-05
