Tiempo,VoltajeCH1,VoltajeCH2,ResolucionVCH1,ResolucionVCH2
-0.000263,-0.96,-0.0009600000000000001,0.04,8e-05
-0.0002628,-1.0,-0.0009600000000000001,0.04,8e-05
-0.0002626,-1.0,-0.0009600000000000001,0.04,8e-05
-0.0002624,-1.0,-0.0010400000000000001,0.04,8e-05
-0.0002622,-1.0,-0.0010400000000000001,0.04,8e-05
-0.00026199999999999997,-0.96,-0.0009600000000000001,0.04,8e-05
-0.0002618,-1.0,-0.00088,0.04,8e-05
-0.0002616,-1.0,-0.00064,0.04,8e-05
-0.0002614,-0.96,-0.0005600000000000001,0.04,8e-05
-0.0002612,-0.96,-0.0005600000000000001,0.04,8e-05
-0.000261,-0.96,-0.00048000000000000007,0.04,8e-05
-0.0002608,-1.0,-0.00048000000000000007,0.04,8e-05
-0.0002606,-1.0,-0.00048000000000000007,0.04,8e-05
-0.0002604,-1.0,-0.00032,0.04,8e-05
-0.0002602,-1.0,-0.0004,0.04,8e-05
-0.00026,-1.0,-0.00048000000000000007,0.04,8e-05
-0.00025979999999999997,-1.0,-0.00032,0.04,8e-05
-0.0002596,-1.0,-0.0004,0.04,8e-05
-0.0002594,-1.0,-0.00024000000000000003,0.04,8e-05
-0.0002592,-0.96,-0.00024000000000000003,0.04,8e-05
-0.000259,-1.0,-0.0004,0.04,8e-05
-0.0002588,-0.96,-0.00024000000000000003,0.04,8e-05
-0.0002586,-0.96,-0.00032,0.04,8e-05
-0.0002584,-1.0,-0.0004,0.04,8e-05
-0.0002582,-0.96,-0.00024000000000000003,0.04,8e-05
-0.000258,-1.0,-0.00032,0.04,8e-05
-0.0002578,-0.96,-8e-05,0.04,8e-05
-0.0002576,-1.0,-0.00016,0.04,8e-05
-0.0002574,-0.96,8e-05,0.04,8e-05
-0.0002572,-0.96,0.00016,0.04,8e-05
-0.000257,-1.0,8e-05,0.04,8e-05
-0.0002568,-1.0,0.00032,0.04,8e-05
-0.0002566,-0.96,8e-05,0.04,8e-05
-0.0002564,-1.0,0.00032,0.04,8e-05
-0.0002562,-0.96,0.0004,0.04,8e-05
-0.000256,-1.0,0.00048000000000000007,0.04,8e-05
-0.0002558,-1.0,0.00032,0.04,8e-05
-0.0002556,-1.0,0.0004,0.04,8e-05
-0.0002554,-0.96,0.00024000000000000003,0.04,8e-05
-0.0002552,-1.0,0.00024000000000000003,0.04,8e-05
-0.000255,-1.0,0.00024000000000000003,0.04,8e-05
-0.0002548,-0.96,8e-05,0.04,8e-05
-0.0002546,-1.0,0.00016,0.04,8e-05
-0.0002544,-0.96,-0.00016,0.04,8e-05
-0.0002542,-0.96,0.0,0.04,8e-05
-0.000254,-1.0,-8e-05,0.04,8e-05
-0.0002538,-1.0,0.00016,0.04,8e-05
-0.0002536,-1.0,0.00032,0.04,8e-05
-0.0002534,-1.0,0.00032,0.04,8e-05
-0.0002532,-1.0,0.0004,0.04,8e-05
-0.00025299999999999997,-1.0,0.0004,0.04,8e-05
-0.0002528,-1.0,0.0004,0.04,8e-05
-0.0002526,-0.96,0.0004,0.04,8e-05
-0.0002524,-1.0,0.0004,0.04,8e-05
-0.0002522,-1.0,0.00032,0.04,8e-05
-0.000252,-1.0,0.00024000000000000003,0.04,8e-05
-0.0002518,-1.0,0.00016,0.04,8e-05
-0.0002516,-0.96,0.00016,0.04,8e-05
-0.0002514,-0.96,-8e-05,0.04,8e-05
-0.0002512,-0.96,0.0,0.04,8e-05
-0.000251,-0.96,-0.00016,0.04,8e-05
-0.00025079999999999997,-0.96,-8e-05,0.04,8e-05
-0.0002506,-0.96,-0.00048000000000000007,0.04,8e-05
-0.0002504,-1.0,-0.00048000000000000007,0.04,8e-05
-0.0002502,-0.96,-0.0004,0.04,8e-05
-0.00025,-1.0,-0.00048000000000000007,0.04,8e-05
-0.0002498,-1.0,-0.00048000000000000007,0.04,8e-05
-0.0002496,-0.96,-0.0005600000000000001,0.04,8e-05
-0.0002494,-0.96,-0.0005600000000000001,0.04,8e-05
-0.0002492,-1.0,-0.00064,0.04,8e-05
-0.000249,-1.0,-0.0005600000000000001,0.04,8e-05
-0.0002488,-1.0,-0.00072,0.04,8e-05
-0.00024859999999999997,-1.0,-0.0005600000000000001,0.04,8e-05
-0.0002484,-1.0,-0.00064,0.04,8e-05
-0.0002482,-1.0,-0.00072,0.04,8e-05
-0.000248,-1.0,-0.00088,0.04,8e-05
-0.0002478,-1.0,-0.00064,0.04,8e-05
