Frecuencias,Tiempo,VoltajeCH1,VoltajeCH2,ResolucionVCH1,ResolucionVCH2
150200.0,-1.0170000000000001e-05,0.56,0.0352,0.08,0.0008
150200.0,-1.0160000000000001e-05,0.56,0.036000000000000004,0.08,0.0008
150200.0,-1.0150000000000001e-05,0.48,0.036000000000000004,0.08,0.0008
150200.0,-1.0140000000000001e-05,0.48,0.0368,0.08,0.0008
150200.0,-1.013e-05,0.4,0.036000000000000004,0.08,0.0008
150200.0,-1.0120000000000001e-05,0.32,0.0368,0.08,0.0008
150200.0,-1.011e-05,0.32,0.036000000000000004,0.08,0.0008
150200.0,-1.0100000000000002e-05,0.24,0.0368,0.08,0.0008
150200.0,-1.009e-05,0.24,0.0376,0.08,0.0008
150200.0,-1.008e-05,0.16,0.0376,0.08,0.0008
150200.0,-1.007e-05,0.08,0.0376,0.08,0.0008
150200.0,-1.006e-05,0.08,0.0376,0.08,0.0008
150200.0,-1.005e-05,0.0,0.0392,0.08,0.0008
150200.0,-1.004e-05,0.0,0.0392,0.08,0.0008
150200.0,-1.003e-05,-0.08,0.0392,0.08,0.0008
150200.0,-1.002e-05,-0.16,0.04,0.08,0.0008
150200.0,-1.001e-05,-0.16,0.04,0.08,0.0008
150200.0,-1e-05,-0.24,0.04,0.08,0.0008
150200.0,-9.990000000000001e-06,-0.24,0.0408,0.08,0.0008
150200.0,-9.980000000000001e-06,-0.32,0.041600000000000005,0.08,0.0008
150200.0,-9.970000000000001e-06,-0.4,0.041600000000000005,0.08,0.0008
150200.0,-9.96e-06,-0.4,0.041600000000000005,0.08,0.0008
150200.0,-9.950000000000001e-06,-0.48,0.041600000000000005,0.08,0.0008
150200.0,-9.94e-06,-0.48,0.041600000000000005,0.08,0.0008
150200.0,-9.930000000000001e-06,-0.56,0.0424,0.08,0.0008
150200.0,-9.92e-06,-0.64,0.0432,0.08,0.0008
150200.0,-9.91e-06,-0.64,0.0424,0.08,0.0008
150200.0,-9.9e-06,-0.72,0.0432,0.08,0.0008
150200.0,-9.89e-06,-0.72,0.044000000000000004,0.08,0.0008
150200.0,-9.88e-06,-0.8,0.0448,0.08,0.0008
150200.0,-9.87e-06,-0.88,0.044000000000000004,0.08,0.0008
150200.0,-9.86e-06,-0.88,0.0432,0.08,0.0008
150200.0,-9.85e-06,-0.96,0.044000000000000004,0.08,0.0008
150200.0,-9.84e-06,-0.96,0.044000000000000004,0.08,0.0008
150200.0,-9.83e-06,-1.04,0.044000000000000004,0.08,0.0008
150200.0,-9.820000000000001e-06,-1.12,0.044000000000000004,0.08,0.0008
150200.0,-9.810000000000001e-06,-1.12,0.0448,0.08,0.0008
150200.0,-9.800000000000001e-06,-1.2,0.0448,0.08,0.0008
150200.0,-9.790000000000001e-06,-1.2,0.0448,0.08,0.0008
150200.0,-9.780000000000001e-06,-1.28,0.046400000000000004,0.08,0.0008
150200.0,-9.77e-06,-1.36,0.0456,0.08,0.0008
150200.0,-9.760000000000001e-06,-1.36,0.046400000000000004,0.08,0.0008
150200.0,-9.75e-06,-1.44,0.0456,0.08,0.0008
150200.0,-9.74e-06,-1.44,0.046400000000000004,0.08,0.0008
150200.0,-9.73e-06,-1.52,0.046400000000000004,0.08,0.0008
150200.0,-9.72e-06,-1.52,0.0472,0.08,0.0008
150200.0,-9.71e-06,-1.6,0.0456,0.08,0.0008
150200.0,-9.7e-06,-1.68,0.0472,0.08,0.0008
150200.0,-9.69e-06,-1.68,0.0472,0.08,0.0008
150200.0,-9.68e-06,-1.76,0.0472,0.08,0.0008
150200.0,-9.67e-06,-1.76,0.048,0.08,0.0008
150200.0,-9.66e-06,-1.84,0.0472,0.08,0.0008
150200.0,-9.65e-06,-1.84,0.048,0.08,0.0008
150200.0,-9.640000000000001e-06,-1.92,0.0472,0.08,0.0008
150200.0,-9.630000000000001e-06,-1.92,0.048,0.08,0.0008
150200.0,-9.620000000000001e-06,-2.0,0.0488,0.08,0.0008
150200.0,-9.610000000000001e-06,-2.0,0.0488,0.08,0.0008
150200.0,-9.6e-06,-2.08,0.048,0.08,0.0008
150200.0,-9.590000000000001e-06,-2.08,0.0488,0.08,0.0008
150200.0,-9.58e-06,-2.16,0.0488,0.08,0.0008
150200.0,-9.570000000000002e-06,-2.24,0.049600000000000005,0.08,0.0008
150200.0,-9.56e-06,-2.24,0.0488,0.08,0.0008
150200.0,-9.55e-06,-2.32,0.049600000000000005,0.08,0.0008
150200.0,-9.54e-06,-2.32,0.049600000000000005,0.08,0.0008
150200.0,-9.53e-06,-2.4,0.049600000000000005,0.08,0.0008
150200.0,-9.52e-06,-2.4,0.049600000000000005,0.08,0.0008
150200.0,-9.51e-06,-2.48,0.0504,0.08,0.0008
150200.0,-9.5e-06,-2.48,0.0504,0.08,0.0008
150200.0,-9.49e-06,-2.56,0.0504,0.08,0.0008
150200.0,-9.48e-06,-2.56,0.0504,0.08,0.0008
150200.0,-9.47e-06,-2.64,0.0512,0.08,0.0008
150200.0,-9.460000000000001e-06,-2.64,0.0512,0.08,0.0008
150200.0,-9.450000000000001e-06,-2.72,0.0512,0.08,0.0008
150200.0,-9.440000000000001e-06,-2.72,0.052000000000000005,0.08,0.0008
150200.0,-9.43e-06,-2.8000000000000003,0.0512,0.08,0.0008
150200.0,-9.420000000000001e-06,-2.8000000000000003,0.0512,0.08,0.0008
150200.0,-9.41e-06,-2.88,0.0504,0.08,0.0008
150200.0,-9.400000000000001e-06,-2.88,0.0504,0.08,0.0008
150200.0,-9.39e-06,-2.96,0.0504,0.08,0.0008
150200.0,-9.38e-06,-2.96,0.052000000000000005,0.08,0.0008
150200.0,-9.37e-06,-2.96,0.0512,0.08,0.0008
150200.0,-9.36e-06,-3.04,0.052000000000000005,0.08,0.0008
150200.0,-9.35e-06,-3.12,0.052000000000000005,0.08,0.0008
150200.0,-9.34e-06,-3.12,0.052000000000000005,0.08,0.0008
150200.0,-9.33e-06,-3.2,0.052000000000000005,0.08,0.0008
150200.0,-9.32e-06,-3.2,0.052000000000000005,0.08,0.0008
150200.0,-9.31e-06,-3.2800000000000002,0.052000000000000005,0.08,0.0008
150200.0,-9.3e-06,-3.2800000000000002,0.052000000000000005,0.08,0.0008
150200.0,-9.29e-06,-3.2800000000000002,0.052000000000000005,0.08,0.0008
150200.0,-9.280000000000001e-06,-3.36,0.0528,0.08,0.0008
150200.0,-9.270000000000001e-06,-3.36,0.052000000000000005,0.08,0.0008
150200.0,-9.260000000000001e-06,-3.44,0.0528,0.08,0.0008
150200.0,-9.250000000000001e-06,-3.44,0.052000000000000005,0.08,0.0008
150200.0,-9.24e-06,-3.52,0.052000000000000005,0.08,0.0008
150200.0,-9.230000000000001e-06,-3.52,0.0528,0.08,0.0008
150200.0,-9.22e-06,-3.52,0.052000000000000005,0.08,0.0008
150200.0,-9.21e-06,-3.6,0.0528,0.08,0.0008
150200.0,-9.2e-06,-3.6,0.0528,0.08,0.0008
150200.0,-9.19e-06,-3.6,0.0528,0.08,0.0008
150200.0,-9.18e-06,-3.68,0.052000000000000005,0.08,0.0008
150200.0,-9.17e-06,-3.68,0.0528,0.08,0.0008
150200.0,-9.16e-06,-3.7600000000000002,0.052000000000000005,0.08,0.0008
150200.0,-9.15e-06,-3.7600000000000002,0.052000000000000005,0.08,0.0008
150200.0,-9.14e-06,-3.84,0.0512,0.08,0.0008
150200.0,-9.13e-06,-3.84,0.052000000000000005,0.08,0.0008
150200.0,-9.12e-06,-3.84,0.0512,0.08,0.0008
150200.0,-9.110000000000001e-06,-3.84,0.052000000000000005,0.08,0.0008
150200.0,-9.100000000000001e-06,-3.92,0.052000000000000005,0.08,0.0008
150200.0,-9.090000000000001e-06,-3.92,0.052000000000000005,0.08,0.0008
150200.0,-9.080000000000001e-06,-4.0,0.052000000000000005,0.08,0.0008
150200.0,-9.07e-06,-4.0,0.0512,0.08,0.0008
150200.0,-9.060000000000001e-06,-4.0,0.052000000000000005,0.08,0.0008
150200.0,-9.05e-06,-4.08,0.0512,0.08,0.0008
150200.0,-9.040000000000002e-06,-4.08,0.0504,0.08,0.0008
150200.0,-9.03e-06,-4.08,0.0512,0.08,0.0008
150200.0,-9.02e-06,-4.16,0.0512,0.08,0.0008
150200.0,-9.01e-06,-4.16,0.0504,0.08,0.0008
150200.0,-9e-06,-4.16,0.0504,0.08,0.0008
150200.0,-8.99e-06,-4.24,0.0504,0.08,0.0008
150200.0,-8.98e-06,-4.24,0.0504,0.08,0.0008
150200.0,-8.97e-06,-4.32,0.0504,0.08,0.0008
150200.0,-8.96e-06,-4.32,0.049600000000000005,0.08,0.0008
150200.0,-8.95e-06,-4.32,0.049600000000000005,0.08,0.0008
150200.0,-8.94e-06,-4.32,0.0504,0.08,0.0008
150200.0,-8.930000000000001e-06,-4.4,0.049600000000000005,0.08,0.0008
150200.0,-8.920000000000001e-06,-4.4,0.049600000000000005,0.08,0.0008
150200.0,-8.910000000000001e-06,-4.4,0.0488,0.08,0.0008
150200.0,-8.9e-06,-4.4,0.0488,0.08,0.0008
150200.0,-8.890000000000001e-06,-4.48,0.0488,0.08,0.0008
150200.0,-8.88e-06,-4.48,0.0488,0.08,0.0008
150200.0,-8.870000000000001e-06,-4.48,0.0488,0.08,0.0008
150200.0,-8.86e-06,-4.48,0.0488,0.08,0.0008
150200.0,-8.85e-06,-4.5600000000000005,0.0488,0.08,0.0008
150200.0,-8.84e-06,-4.5600000000000005,0.048,0.08,0.0008
150200.0,-8.83e-06,-4.5600000000000005,0.0472,0.08,0.0008
150200.0,-8.82e-06,-4.5600000000000005,0.048,0.08,0.0008
150200.0,-8.81e-06,-4.64,0.048,0.08,0.0008
150200.0,-8.8e-06,-4.64,0.0472,0.08,0.0008
150200.0,-8.79e-06,-4.64,0.048,0.08,0.0008
150200.0,-8.78e-06,-4.64,0.046400000000000004,0.08,0.0008
150200.0,-8.77e-06,-4.72,0.048,0.08,0.0008
150200.0,-8.76e-06,-4.72,0.0472,0.08,0.0008
150200.0,-8.750000000000001e-06,-4.72,0.0456,0.08,0.0008
150200.0,-8.740000000000001e-06,-4.72,0.0456,0.08,0.0008
150200.0,-8.730000000000001e-06,-4.72,0.046400000000000004,0.08,0.0008
150200.0,-8.720000000000001e-06,-4.8,0.0456,0.08,0.0008
150200.0,-8.71e-06,-4.8,0.046400000000000004,0.08,0.0008
150200.0,-8.700000000000001e-06,-4.8,0.0456,0.08,0.0008
150200.0,-8.69e-06,-4.8,0.0448,0.08,0.0008
150200.0,-8.680000000000002e-06,-4.8,0.0448,0.08,0.0008
150200.0,-8.67e-06,-4.88,0.0448,0.08,0.0008
150200.0,-8.66e-06,-4.88,0.044000000000000004,0.08,0.0008
150200.0,-8.65e-06,-4.88,0.044000000000000004,0.08,0.0008
150200.0,-8.64e-06,-4.88,0.044000000000000004,0.08,0.0008
150200.0,-8.63e-06,-4.88,0.044000000000000004,0.08,0.0008
150200.0,-8.62e-06,-4.88,0.044000000000000004,0.08,0.0008
150200.0,-8.61e-06,-4.88,0.0424,0.08,0.0008
150200.0,-8.6e-06,-4.88,0.0424,0.08,0.0008
150200.0,-8.59e-06,-4.96,0.0424,0.08,0.0008
150200.0,-8.580000000000001e-06,-4.96,0.0424,0.08,0.0008
