2640.066667	-213.131699	94.074959
2640.133333	-225.839081	96.255142
2640.200000	-228.729630	94.368126
2640.266667	-237.763000	95.792480
2640.333333	-234.048126	93.336571
2640.400000	-228.930099	95.176018
2640.466667	-223.158173	90.865974
2640.533333	-222.554764	97.109306
2640.600000	-234.541260	94.532005
2640.666667	-234.541260	94.532005
2640.733333	-221.777344	93.113655
2640.800000	-244.438629	95.800194
2640.866667	-226.114334	95.527649
2640.933333	-209.121124	93.713829
2641.000000	-240.413361	93.213814
2641.066667	-240.413361	93.213814
2641.133333	-237.930588	94.911743
2641.200000	-232.263168	93.284851
2641.266667	-220.405334	95.852776
2641.333333	-236.269684	93.569290
2641.400000	-229.038086	95.686966
2641.466667	-244.187668	94.107140
2641.533333	-250.791748	94.880859
2641.600000	-241.085785	94.041832
2641.666667	-239.593048	94.066307
2641.733333	-220.383301	94.116699
2641.800000	-228.061935	91.967812
2641.866667	-235.096603	93.697166
2641.933333	-228.119949	94.496819
2642.000000	-231.878098	92.377777
2642.066667	-224.669357	92.681946
2642.133333	-232.629105	91.274399
2642.200000	-230.720215	92.446716
2642.266667	-247.075806	93.668457
2642.333333	-236.232178	93.983093
2642.400000	-229.698624	93.599731
2642.466667	-235.674942	92.670334
2642.533333	-222.711365	94.105469
2642.600000	-229.871185	92.484451
2642.666667	-251.895813	95.005547
2642.733333	-240.526581	94.375053
2642.800000	-245.342087	90.483971
2642.866667	-224.996887	91.856400
2642.933333	-219.300476	93.490173
2643.000000	-226.665298	90.259613
2643.066667	-254.905411	95.155914
2643.133333	-243.387299	91.651154
2643.200000	-248.222168	93.504501
2643.266667	-224.120026	93.515213
2643.333333	-216.486313	93.820015
2643.400000	-235.985092	93.845070
2643.466667	-234.018478	90.195564
2643.533333	-234.757751	93.823578
2643.600000	-227.607040	91.411133
2643.666667	-247.073975	89.178566
2643.733333	-250.917740	94.112495
2643.800000	-256.114044	91.745178
2643.866667	-268.926544	90.022835
2643.933333	-237.526825	92.656258
2644.000000	-230.766312	89.362640
2644.066667	-262.224762	91.597832
2644.133333	-255.384750	93.470467
2644.200000	-257.958710	88.154396
2644.266667	-221.211227	91.931358
2644.333333	-236.066589	89.998474
2644.400000	-273.908966	92.469444
2644.466667	-231.510986	92.349167
2644.533333	-251.963821	92.951828
2644.600000	-263.848267	91.150185
2644.666667	-216.045807	92.482819
2644.733333	-236.149353	92.097054
2644.800000	-234.990875	87.662750
2644.866667	-239.317749	90.950974
2644.933333	-241.368896	94.249107
2645.000000	-257.604065	87.523842
2645.066667	-265.661133	88.528625
2645.133333	-255.650101	90.109238
2645.200000	-273.340546	92.446075
2645.266667	-276.809113	89.557152
2645.333333	-281.255554	87.136124
2645.400000	-294.021881	88.912537
2645.466667	-280.064240	87.701515
2645.533333	-263.110748	88.792236
2645.600000	-271.589325	86.498413
2645.666667	-280.245758	90.694679
2645.733333	-313.464996	89.320045
2645.800000	-303.402740	86.953644
2645.866667	-295.291260	87.203178
2645.933333	-286.195862	88.648323
2646.000000	-303.591309	85.912117
2646.066667	-329.254730	86.947075
2646.133333	-301.634521	85.235489
2646.200000	-318.014130	87.444969
2646.266667	-344.377441	85.098724
2646.333333	-316.689850	82.517990
2646.400000	-325.153046	84.825249
2646.466667	-326.904480	81.741768
2646.533333	-300.599243	84.327324
2646.600000	-349.784088	82.466537
2646.666667	-337.689178	84.480728
2646.733333	-328.712463	84.988899
2646.800000	-327.641479	85.134438
2646.866667	-330.006073	83.972969
2646.933333	-319.039246	85.500336
2647.000000	-359.639221	79.202423
2647.066667	-359.747772	81.133820
2647.133333	-376.595642	83.053299
2647.200000	-368.996735	81.746826
2647.266667	-378.719788	83.091103
2647.333333	-368.159210	82.326942
2647.400000	-386.990295	82.310768
2647.466667	-354.664734	83.118835
2647.533333	-378.103119	79.399345
2647.600000	-376.866852	79.966393
2647.666667	-374.906647	79.821762
2647.733333	-396.120056	82.799301
2647.800000	-368.643250	81.322571
2647.866667	-388.158905	84.565247
2647.933333	-384.930542	82.204292
2648.000000	-372.939148	84.080887
2648.066667	-390.176636	80.082802
2648.133333	-376.379089	81.285583
2648.200000	-379.821320	81.301529
2648.266667	-367.878174	83.145393
2648.333333	-374.275909	80.531830
2648.400000	-368.150146	81.674088
2648.466667	-391.408630	81.986618
2648.533333	-398.593506	82.169899
2648.600000	-379.579712	83.538109
2648.666667	-388.128357	80.976151
2648.733333	-383.562073	82.064369
2648.800000	-385.623871	83.205467
2648.866667	-387.925018	81.788208
